Quantity,Last purchase (days),Transactions Amount,Number of Transactions
33,6,88.94999999999997,7
270,319,325.04999999999995,25
1254,11,1661.44,110
211,45,615.99,43
28,88,96.6,2
3329,11,5756.890000000001,166
45,177,305.75,9
1377,52,1758.9199999999994,119
25,485,114.10000000000001,11
440,319,585.0,5
98,226,454.9000000000001,32
150,359,310.47999999999996,16
226,235,409.4000000000001,23
71,311,154.41,8
750,127,1219.4,58
2252,124,3376.9600000000005,126
351,240,429.6,23
686,114,612.0600000000001,31
196,129,197.0,14
1324,159,2247.5099999999998,143
269,299,321.05,15
1071,79,1412.320000000001,99
689,60,1056.5399999999997,52
591,11,764.3399999999999,52
1361,6,1685.57,83
1815,74,1738.5900000000006,111
185,75,316.68,22
405,214,631.57,34
1784,134,2515.8400000000006,89
247,239,514.1500000000001,33
160,93,356.0,6
3557,2,6657.360000000006,358
6084,3,10327.109999999999,121
522,95,740.7800000000001,44
864,1,915.2999999999996,55
275,246,300.36000000000007,18
489,244,890.8499999999999,47
55,149,98.45,6
45,282,232.14999999999998,8
142,169,623.1600000000001,34
861,101,1780.77,78
270,136,254.82000000000002,19
73,324,178.95000000000002,10
89,107,156.50999999999996,12
265,183,393.74000000000007,23
612,33,1506.1200000000001,82
18,223,119.30000000000001,6
944,0,1717.36,11
26,24,408.8,2
1459,16,2298.2000000000003,48
1257,4,2485.820000000002,275
310,58,721.9399999999998,63
619,19,716.5700000000003,47
497,120,609.1899999999998,42
64,244,135.31000000000003,52
205,47,255.89999999999998,12
185,355,277.40999999999997,21
154,173,113.12,16
1193,0,2239.9499999999994,150
55,50,240.55,3
432,23,485.24,21
775,44,2306.519999999999,88
996,60,935.1000000000004,59
4431,43,7803.77,212
2074,4,4596.510000000002,109
56,202,180.93999999999997,25
1757,35,3610.3100000000004,200
290,11,635.04,41
2752,11,3774.1000000000013,194
2940,38,3787.0900000000006,12
292,183,496.4399999999999,28
2768,51,5028.119999999999,247
248,291,574.02,31
100,61,680.3000000000001,26
810,123,1174.3499999999997,58
37,215,205.3,12
173,68,302.27000000000004,21
37720,0,59419.34000000011,2491
513,76,921.1000000000001,48
25,111,52.0,1
313,200,327.97,24
838,107,551.54,38
100,327,165.0,1
642,181,312.62,33
175,341,204.5,16
326,45,267.13,36
1163,50,2650.7299999999996,106
365,86,602.9699999999998,49
232,104,162.2899999999999,49
386,70,311.71,29
116,53,208.75000000000003,10
476,40,1005.5,62
1312,61,714.96,13
652,485,1661.06,35
344,209,1028.56,16
274,164,351.6699999999999,99
80,54,173.97000000000003,36
414,244,557.5699999999998,88
812,81,2020.52,17
276,117,391.75999999999993,26
84,88,364.5,21
106,24,476.58000000000004,32
78,46,367.69000000000005,23
144,39,252.42000000000004,17
130,485,201.59999999999997,5
84,73,158.03999999999996,9
327,218,473.80999999999983,72
51,697,115.65,5
732,13,1862.140000000001,233
343,255,777.02,63
45,54,277.05000000000007,14
1673,72,2766.499999999999,519
6927,1,8234.799999999992,561
223,40,427.92999999999995,13
336,362,418.9200000000001,7
143,6,318.05,17
493,215,913.1900000000004,29
758,26,1330.4500000000005,151
621,76,602.5100000000001,44
1055,58,1867.6899999999991,96
230,22,446.94000000000005,4
-1,145,-1592.49,1
828,30,2360.55,95
2924,138,2007.4,27
476,19,2213.1100000000006,137
126,277,168.0,3
619,41,1233.3599999999997,117
2293,98,3631.89,196
374,47,1682.36,37
171,66,596.85,8
4003,15,5927.859999999999,306
593,170,635.76,43
161,41,316.88,12
446,187,394.14000000000004,31
88,271,140.54,10
400,173,500.0,1
1265,1,1515.7299999999996,85
150,17,231.86,12
910,10,2183.54,85
17,326,107.45000000000002,7
122,113,288.17999999999995,14
20,290,94.0,6
767,17,1339.6299999999999,74
611,23,815.7699999999999,50
360,114,666.7,13
694,149,626.7699999999999,42
193,279,349.1,8
236,19,426.60999999999996,58
558,95,1056.44,153
106,265,267.17999999999995,34
1200,85,3450.8400000000015,122
528,27,1346.3800000000003,100
108,172,190.53000000000003,10
443,10,774.8999999999999,39
575,314,572.8099999999998,48
2089,3,3974.3699999999994,193
284,86,508.8000000000001,28
230,25,135.86,8
500,0,950.3599999999996,53
38,324,97.7,6
101,333,43.5,2
554,255,383.34,17
663,20,1429.9,300
1013,48,1483.1399999999999,306
102,16,93.78,6
369,27,364.89999999999975,83
65,24,171.19,10
399,66,417.86999999999983,53
638,108,997.4800000000004,59
54,23,149.29000000000005,29
613,13,1122.5300000000007,329
79,263,200.16000000000003,45
59,132,156.57999999999998,25
197,55,383.67999999999995,62
120,220,594.0,2
1660,13,3212.159999999999,385
764,9,1418.2600000000016,219
58,265,113.5,5
85,331,155.17,9
232,313,494.64000000000004,28
810,27,971.2200000000001,62
376,90,429.84,30
283,60,538.73,58
845,57,1388.370000000001,286
86,363,179.10000000000002,25
660,341,447.2200000000001,60
132,263,237.07000000000002,58
156,26,161.64,7
109,355,216.76,58
172,144,234.60000000000002,11
106,60,126.14,7
350,223,1048.8500000000006,157
1217,4,6945.02,104
246,86,334.53000000000014,57
306,10,511.88000000000005,53
150,44,438.46,29
150,32,504.50000000000006,27
266,151,469.47999999999985,77
251,114,371.56,76
552,0,1465.2,14
319,78,454.10999999999984,29
585,41,1441.4199999999996,46
303,117,905.5,45
2998,16,6568.719999999998,127
295,267,233.81000000000006,88
3136,10,3563.1099999999997,189
1306,90,2575.0,86
73,123,91.32000000000001,2
593,5,1090.03,55
1624,64,3090.8500000000017,155
483,29,659.4599999999999,35
555,150,1967.250000000005,299
1148,22,1299.230000000001,125
622,18,1259.7,16
6084,5,12396.459999999994,523
572,19,1131.5600000000004,68
3823,16,5541.459999999999,252
74,363,147.09000000000003,70
33,82,52.83000000000001,13
2348,53,3497.140000000001,99
848,23,979.2600000000004,164
162,172,492.35999999999996,46
440,226,1000.2700000000002,92
2,331,250.0,1
271,12,909.2300000000001,160
68,156,121.0,7
5545,5,14520.079999999996,314
1791,13,2963.1900000000014,218
27,45,62.43,15
293,234,267.03000000000003,27
1262,39,1911.890000000001,220
314,120,343.49999999999994,18
1674,35,2574.650000000001,200
573,88,398.84,57
132,85,412.00999999999993,10
4,25,440.0,1
414,18,811.0200000000001,180
24,182,148.44,4
988,19,2348.819999999999,166
123,255,229.32999999999993,26
3489,23,3967.779999999997,674
950,22,1502.3500000000001,108
1105,89,2007.4399999999994,228
508,26,1517.0800000000029,263
256,20,746.9199999999996,86
129,174,459.8999999999997,78
29,164,110.92000000000003,24
410,301,538.46,41
200,12,213.30000000000004,15
49,115,85.13000000000002,29
86,289,127.85999999999999,28
3105,2,3542.5099999999948,261
163,55,292.7199999999999,81
4032,31,4954.839999999991,702
688,78,1655.76,116
295,38,575.63,61
218,274,436.05999999999995,29
60,188,90.12,17
451,61,437.22999999999985,56
74,160,217.2,14
4410,0,4758.199999999989,925
236,25,279.77,31
219,29,473.65,20
256,12,722.7400000000001,31
39,352,134.55,1
1460,22,1319.6899999999998,117
60,51,173.15999999999997,8
223,19,186.01000000000002,7
461,45,758.2899999999998,53
666,39,1375.7100000000003,31
2058,11,4109.97,330
264,12,650.43,57
1229,26,2552.86,215
363,86,607.45,104
349,178,702.2500000000001,168
404,302,940.6700000000002,45
89,33,258.8799999999998,39
52,163,127.1,13
120,303,348.5999999999999,51
286,32,3429.9700000000003,151
453,25,682.9100000000001,44
312,24,722.6099999999999,125
320,177,455.30000000000007,31
312,31,913.6800000000002,9
242,256,456.58,30
-1,290,-30.19,1
354,47,388.58,24
60,71,199.8,5
982,16,1767.53,104
548,68,1343.3400000000001,84
276,60,315.71999999999997,23
156,50,235.68,16
718,27,761.74,52
4978,12,6745.359999999997,414
1001,22,1083.6300000000003,54
96,79,48.480000000000004,2
159,53,216.39000000000001,17
441,31,1198.23,67
720,2,2422.64,91
202,162,104.76,13
714,29,1093.68,60
145,65,270.03000000000003,18
66,52,112.46,6
498,10,1568.3900000000003,45
52,91,195.15,6
5493,11,10360.03999999999,429
428,87,747.0310000000003,49
136,11,336.40000000000003,3
899,50,1524.4,104
463,11,1158.7700000000002,18
1552,44,3224.5300000000016,214
125,141,301.03,19
357,117,588.1300000000001,34
1166,101,1504.56,68
766,75,675.8000000000001,49
1882,25,2865.6400000000003,157
799,46,1180.3999999999999,61
2049,16,3147.3100000000013,177
99,18,243.55,15
284,31,724.76,25
128,53,223.36,15
-52,38,-94.0,2
323,135,425.31999999999994,25
6572,17,12433.339999999982,495
1562,106,1887.2000000000005,119
242,126,647.4000000000003,36
557,167,812.9999999999998,238
256,19,612.0099999999998,52
388,36,425.13999999999993,36
213,205,599.9,28
192,162,816.0,2
479,261,646.3000000000001,32
208,92,337.74,21
1200,116,877.4399999999999,6
475,10,922.5300000000002,21
319,67,511.31999999999994,37
343,46,748.5000000000001,47
24,23,30.0,1
232,38,958.8999999999997,56
111,44,306.45000000000005,11
1037,26,1552.0099999999998,94
236,223,309.8,5
106,107,138.14000000000001,9
141,51,358.63000000000005,19
1666,67,2242.0100000000007,116
240,40,301.32000000000005,13
72,188,76.32000000000001,1
339,41,677.69,35
91,297,173.05,12
1681,19,2635.4900000000007,81
1514,1,2881.0200000000013,155
1075,66,1744.02,135
527,82,323.69,21
2231,9,3324.09,216
319,50,657.23,33
184,53,352.70000000000005,12
1170,25,781.2799999999999,110
952,10,1333.6800000000003,78
556,19,946.3599999999998,67
131,118,193.75,10
1308,24,2981.499999999999,168
84,2,254.1,9
408,101,239.76000000000002,19
72,340,136.8,2
138,29,191.04000000000002,12
1665,26,6423.5999999999985,79
212,267,409.9800000000001,22
1022,66,2644.46,177
113,18,309.6499999999999,18
328,173,664.0299999999996,89
923,74,1542.14,237
66,265,211.5,5
1028,127,2293.6199999999994,117
62,202,143.10000000000002,6
305,30,1001.8100000000001,59
605,44,945.5799999999999,214
1258,41,3329.719999999999,297
121,341,133.25,6
486,10,1072.3600000000001,53
149,144,346.75,20
187,12,330.8799999999998,35
744,146,1118.8100000000004,118
70,235,150.3,7
2724,3,5043.959999999997,938
281,25,598.7300000000001,128
409,12,507.0799999999998,91
1021,109,2181.21,72
87,424,203.1,41
72,68,212.3,12
221,16,415.2500000000001,32
3065,9,5178.960000000001,302
-34,50,-134.8,4
24,35,62.0,6
683,123,1108.3800000000003,73
215,35,294.11999999999995,14
62,310,162.3,10
346,115,1339.45,26
584,15,1121.2099999999998,81
2967,19,4788.769999999996,176
472,244,449.12000000000006,8
152,50,154.88000000000002,9
216,17,784.4600000000004,88
120,78,34.8,3
412,20,1071.24,65
130,135,182.95999999999998,29
480,13,974.0399999999995,93
51,41,149.30999999999995,21
9014,39,21535.9,15
1779,15,2451.229999999999,295
1973,40,2628.9300000000026,412
144,130,79.2,1
197,51,455.67,29
1397,1,2318.880000000002,149
242,64,532.9599999999995,192
491,188,714.4200000000001,45
47,25,205.25,9
60,219,253.04000000000002,7
251,78,583.75,37
268,74,1048.67,63
2036,0,3245.4700000000007,188
170,183,315.05999999999995,11
243,116,581.83,28
27660,41,51823.72,147
311,242,635.6800000000001,10
87,303,270.8,25
68,128,104.9,7
138,134,241.62000000000003,18
375,6,1021.6100000000001,22
220,36,475.28000000000003,29
178,26,333.56,21
863,10,2593.9400000000005,44
212,11,246.3,14
1594,60,2303.750000000001,87
3331,44,4834.200000000004,280
540,27,948.0500000000001,206
438,359,351.3,25
114,11,220.84999999999997,35
730,44,1604.4400000000003,76
552,10,948.9599999999999,13
581,150,610.0100000000001,42
859,18,2666.61,135
873,96,2207.4,8
955,76,884.1400000000002,98
335,108,699.0800000000002,119
562,47,1042.1899999999998,69
-1,143,-451.42,3
290,52,415.82,8
2515,12,3848.5499999999984,274
3337,24,5452.169999999996,307
602,47,784.5799999999999,31
430,51,903.9000000000001,48
1341,191,3724.7700000000013,210
251,69,399.2099999999999,43
737,79,1145.4299999999992,112
1061,18,2171.3199999999997,139
922,33,1801.14,41
603,208,1303.9099999999999,40
1247,17,1842.7300000000005,74
1856,35,2100.6000000000004,49
1357,50,1905.45,123
128,320,206.98000000000002,17
202,45,570.96,62
375,181,885.4699999999999,33
-283,192,-840.7600000000001,17
220,173,532.94,20
962,52,1649.36,69
842,35,1641.4800000000005,134
996,141,636.14,51
409,60,547.7,41
1097,0,747.7599999999999,69
465,255,836.7899999999998,54
961,71,2084.900000000002,276
439,45,954.0899999999996,50
24,46,117.47,12
189,183,391.97999999999996,24
9007,12,33350.76,169
670,26,1020.7400000000001,65
394,0,345.65999999999997,28
926,73,1209.1000000000004,50
27,99,118.95,8
134,47,130.74,11
1918,18,3650.8699999999994,140
449,289,389.27,22
302,20,238.85000000000002,97
48,187,160.71,22
135,52,110.80000000000001,30
939,87,2974.6499999999974,140
470,95,712.2399999999997,80
10941,33,16173.670000000002,653
308,19,297.0,14
1167,16,1438.8500000000008,191
440,41,977.2099999999992,142
2543,13,3000.360000000001,547
585,113,832.88,147
19,26,68.84,18
1044,23,1769.7800000000002,24
368,1,895.1300000000002,40
126,102,230.52999999999994,45
2052,23,3797.7899999999986,463
175,159,149.64,15
335,152,354.0899999999999,76
212,15,360.9299999999999,128
2506,128,4330.670000000001,137
246,18,440.78,131
187,577,313.28,106
199,313,438.24,32
266,199,495.3599999999999,24
223,151,396.47999999999996,49
111,123,379.34999999999997,18
147,61,181.09,12
60,80,141.26999999999998,14
215,186,446.8699999999998,93
442,227,524.52,62
168,254,263.54999999999995,41
94,150,179.17,11
261,195,222.05,24
568,120,1384.6799999999998,87
39,546,56.25,4
221,24,351.1099999999999,51
384,17,363.8799999999999,116
2409,10,5126.34,75
84,332,164.67999999999998,30
538,20,1521.790000000001,151
509,177,967.4499999999998,249
98,174,191.93999999999997,7
1015,16,1232.1799999999996,267
185,179,264.62,19
752,17,1491.2400000000007,160
42,189,123.10000000000001,12
153,272,334.23,40
545,20,639.89,143
99,125,167.49999999999997,60
166,173,336.03000000000003,25
136,666,363.6000000000001,12
122,666,127.08000000000003,21
93,195,207.15,12
139,275,426.63000000000017,21
2311,1,2461.850000000001,119
885,22,1107.4600000000003,74
115,6,416.8600000000001,12
73,183,145.35,7
240,113,404.58,18
4725,4,6102.259999999999,77
3,342,31.799999999999997,2
232,134,337.43999999999994,14
50,129,325.1,6
52,454,181.0,2
898,83,1708.2400000000002,29
567,44,955.2400000000001,60
284,17,364.7199999999999,19
722,79,1705.2599999999989,103
306,119,669.57,43
399,182,806.5699999999998,91
885,5,1634.53,103
2124,25,4389.810000000001,185
211,121,428.88999999999993,42
33,75,104.35,7
298,20,470.7600000000001,28
453,18,845.6399999999999,122
211,24,418.8299999999999,84
120,10,582.8999999999999,21
116,99,314.1,11
1717,1,4199.85,35
87,236,99.77,6
2256,5,3429.55,177
243,85,371.01,24
277,166,430.93999999999977,98
1016,18,1054.7299999999996,65
888,78,1098.7800000000002,49
1560,1,2398.8599999999997,43
1866,6,3408.4799999999987,97
892,22,1475.02,113
1833,71,2816.9700000000007,275
836,124,1037.4200000000003,38
268,90,168.12,14
1556,13,1451.2800000000004,140
181,20,158.03000000000003,27
443,45,792.11,52
17,181,41.989999999999995,3
2042,16,2756.8199999999997,560
177,55,427.07000000000005,35
382,1,1044.7799999999993,131
2037,88,3084.1699999999987,509
5110,151,12393.7,9
1185,60,2735.3700000000003,103
300,13,615.389999999999,218
84,5,101.39999999999999,8
1393,4,1701.939999999998,385
323,24,478.7800000000001,33
378,23,992.7099999999999,90
210,128,407.49999999999994,86
2042,2,3362.7100000000023,212
799,155,1415.2899999999997,94
13845,2,33366.25,151
261,64,653.1299999999998,148
906,27,690.5399999999996,184
618,15,1483.3100000000013,237
102,48,211.87999999999994,32
190,4,408.90000000000003,28
1649,47,3450.2399999999993,165
487,17,851.0100000000001,46
261,261,628.2800000000001,76
358,47,719.81,101
398,13,251.23999999999992,64
338,60,439.66,28
243,44,236.09000000000006,32
1146,69,852.12,17
32148,30,50992.60999999997,274
283,283,331.24000000000007,29
423,123,548.9399999999999,100
3516,5,8727.609999999988,1152
242,39,437.69999999999993,22
716,88,758.9199999999994,55
428,130,855.0200000000001,39
241,178,454.3299999999999,28
684,149,1313.5500000000006,65
1584,90,3166.4,6
745,22,1147.3700000000001,75
503,5,773.9900000000004,39
897,2,1340.7000000000003,83
143,86,243.69000000000005,9
793,41,1111.7899999999993,312
278,174,137.9,10
282,55,362.06000000000006,34
1793,93,1511.9499999999996,84
380,146,783.8999999999999,70
22,280,134.8,8
347,46,664.85,68
833,5,2140.2200000000003,134
643,72,1459.8600000000008,180
-1,270,-29.95,1
800,6,1153.6199999999992,64
262,261,335.32000000000005,23
231,454,372.0900000000001,74
936,17,1521.8700000000001,102
457,23,852.15,33
180,45,326.24000000000007,21
140,289,584.3199999999999,23
37,292,94.35,2
1363,23,2173.5299999999997,131
16,341,79.2,1
864,17,1352.0000000000002,21
104,68,176.60000000000002,11
1477,57,2806.9000000000005,227
908,101,1317.6200000000003,31
216,300,436.17999999999995,38
636,0,981.5099999999999,167
510,30,1119.31,40
154,125,315.06000000000006,18
602,115,779.36,53
20,107,17.0,1
633,12,1041.83,67
155,265,320.62,12
87,241,185.05,10
613,88,2005.6300000000003,67
434,51,731.8999999999999,39
738,10,1245.9599999999998,83
942,43,1842.1400000000003,57
558,80,1429.6399999999999,48
123,91,302.36,29
330,220,336.96,13
74,214,108.38,6
1176,18,3204.16,31
599,85,816.1,49
612,219,611.88,18
733,46,1337.4800000000016,354
574,70,195.74,16
176,95,161.38000000000002,30
43,171,135.75000000000003,8
1001,4,1667.9700000000018,284
246,5,592.8800000000001,35
130,279,232.21,30
240,73,423.36,16
866,30,1294.14,32
586,58,867.1099999999998,212
1128,39,684.42,38
170,52,307.78,16
41,317,187.15000000000003,16
124,516,289.35,13
2125,60,6287.770000000002,117
323,40,656.2500000000001,40
988,18,1880.22,89
1802,52,3506.5400000000013,78
8738,17,14305.66,365
357,22,603.6900000000002,38
209,263,517.5499999999998,21
440,30,709.3800000000002,37
-1,546,-7.95,1
330,19,635.41,31
727,53,703.7700000000001,37
238,1,620.4,30
422,250,535.3400000000001,37
917,35,2419.8399999999992,118
16,159,175.2,1
3072,3,3741.9799999999955,237
427,204,734.1299999999999,29
246,134,375.0,22
72,297,76.32000000000001,1
308,143,280.52000000000004,18
1004,1,1906.0699999999988,136
642,269,1829.04,29
1073,50,1824.2300000000002,89
1270,25,3024.6200000000013,139
344,16,644.2400000000001,19
236,282,348.2000000000001,14
1153,79,1009.4500000000004,22
2506,15,5352.969999999997,502
4,340,37.4,2
92,225,441.6000000000001,7
432,18,802.5300000000002,35
1888,3,3770.600000000001,99
1325,40,1822.9700000000003,85
1766,51,1880.4199999999996,127
24,30,73.2,3
787,6,1140.21,69
571,16,1406.5699999999993,87
651,33,1009.5500000000001,23
533,169,1037.5899999999997,58
95,51,331.95,15
94,139,197.90000000000003,8
99,61,215.83,11
5853,32,10217.480000000001,176
152,74,305.5400000000001,11
3791,73,6617.650000000001,28
113,275,338.7100000000001,15
560,5,1155.5400000000002,46
260,17,529.41,31
3008,5,3991.9400000000032,219
5004,0,6841.239999999998,297
782,36,981.8600000000001,67
134,16,215.47999999999996,11
88,41,215.08,6
3203,1,4913.32,151
219,237,314.45,19
129,76,400.681,15
523,165,1080.6199999999992,179
1267,17,1821.5199999999993,115
191,361,365.27000000000004,18
261,0,589.15,36
231,24,405.71000000000004,57
517,90,761.38,98
272,55,537.06,63
140,26,394.38,19
333,45,664.2600000000001,66
1179,1,2262.62,46
7559,10,21086.299999999996,123
153,1,542.77,24
241,20,681.19,43
48,79,159.0,6
420,171,1062.7499999999998,44
104,81,242.35000000000002,14
254,268,914.9300000000002,37
76,128,259.39000000000004,19
2077,60,3054.8700000000013,90
717,98,864.86,97
365,319,846.7200000000007,137
1116,57,1295.3000000000004,96
493,45,1096.32,134
192,204,255.11999999999998,8
88,226,308.32000000000005,7
318,35,1010.5999999999999,47
365,279,542.03,35
547,44,983.2299999999998,38
165,71,422.13,25
328,39,858.4099999999996,48
184,79,432.19999999999993,20
218,57,372.9,21
1634,10,3693.8100000000013,142
1453,0,2607.8700000000067,662
1981,19,3598.260000000001,295
110,55,409.09999999999974,51
855,5,1522.7499999999998,91
1008,24,1352.3600000000008,93
182,171,114.56,16
78,91,152.94,7
950,53,1800.0700000000006,69
208,262,389.44000000000005,24
-158,485,-295.09000000000003,21
3137,121,3665.6199999999985,124
1760,17,2609.2999999999993,274
577,258,732.6300000000002,14
2,177,46.95,2
2994,46,5203.51,135
311,51,1035.45,18
306,17,746.8299999999999,124
-5,361,-31.65,3
2627,10,5423.150000000002,260
398,74,861.8899999999998,61
533,71,667.6499999999999,45
688,354,1141.2399999999996,54
1037,16,1423.2899999999997,134
224,117,411.7000000000001,25
155,697,357.94999999999993,67
336,197,559.8699999999999,33
420,177,810.6000000000001,6
109,24,537.8299999999999,25
1052,22,1496.6800000000005,109
934,73,2062.06,17
114,253,168.3,11
1222,32,1531.509999999999,168
544,51,823.9699999999996,109
298,170,142.5,8
188,63,280.90000000000003,19
978,22,2236.7400000000002,120
841,0,1328.5500000000004,79
180,35,275.4000000000001,23
198,23,598.1999999999998,27
134,108,212.82,12
2621,26,5305.829999999999,167
256,139,361.2199999999999,22
471,38,602.2700000000001,44
8000,108,2560.0,4
465,92,686.6700000000001,44
394,18,616.26,37
165,50,274.15000000000003,16
75,331,226.37,14
1466,79,2755.5600000000004,156
890,2,1341.6499999999999,69
199,243,328.15,19
72,188,404.40000000000003,3
732,66,1038.46,56
78,73,230.70000000000007,16
231,120,326.74999999999994,37
50,197,207.50000000000003,1
282,178,428.6799999999998,118
164,45,510.5400000000001,20
689,16,3085.9600000000046,320
2571,15,3844.22,319
145,18,242.21,41
793,29,1583.2000000000003,154
32184,124,26626.8,45
87,274,151.05,10
94,217,214.80000000000004,11
23,285,109.95000000000002,20
501,108,549.0699999999998,153
1388,25,1959.3800000000003,84
157,76,322.41,15
195,16,370.47999999999996,47
18,247,101.10000000000001,2
289,45,575.4100000000001,38
353,12,887.6500000000001,92
819,79,1469.4500000000005,235
9,291,53.5,9
542,22,1100.4699999999996,60
90,39,153.9,8
300,18,494.44000000000005,28
2006,9,6675.709999999997,94
150,74,395.79999999999995,39
92,160,210.31999999999996,32
246,66,658.88,34
1301,65,2024.949999999999,110
1154,9,1460.3699999999994,70
2128,1,3411.6900000000005,671
421,10,896.6600000000001,106
325,30,652.0699999999996,90
52,54,109.36000000000001,5
280,12,707.0399999999997,53
504,3,1540.4200000000005,51
256,19,327.3,18
647,302,804.4899999999994,130
260,29,497.42999999999984,76
1035,19,1553.66,118
647,65,1320.5600000000004,228
166,182,367.92999999999984,97
240,244,473.0299999999997,111
689,18,977.5200000000007,128
1500,268,676.2,5
267,189,362.95000000000005,23
1408,19,2131.9000000000005,109
1524,91,1780.5900000000001,32
475,75,668.3599999999996,102
260,31,584.4999999999999,33
261,61,555.8899999999999,59
224,29,317.20000000000016,88
44,323,94.36,4
1230,54,1362.27,35
203,270,221.19000000000005,45
1529,12,2941.0500000000025,358
2317,50,1412.0600000000004,100
1476,61,1486.9000000000003,210
745,125,1631.1500000000003,86
264,20,408.57,73
172,184,303.93,29
3858,15,4061.239999999999,198
149,265,299.59999999999997,60
103,69,161.04999999999998,15
157,71,443.0500000000001,23
187,69,167.25,5
123,19,163.07,63
1124,13,2126.9300000000017,172
1306,3,2028.8800000000017,232
132,20,214.64999999999998,45
73,54,151.83,35
148,57,262.20000000000005,31
27,22,126.25,7
187,45,210.34999999999985,54
655,27,1026.9899999999998,73
288,45,675.2700000000002,102
435,37,959.4799999999999,52
32592,3,33805.69000000004,399
230,25,346.12,18
82,192,82.56,6
199,69,302.69999999999993,21
1243,22,1908.2500000000002,372
156,264,241.06,9
-1,82,-2.95,1
9,107,284.55,2
103,58,300.85,6
453,66,642.81,83
276,183,287.4,8
106,29,184.26000000000002,17
767,48,1522.2500000000005,109
463,27,798.3499999999997,132
2018,52,3640.669999999999,282
173,274,381.2,24
446,120,616.79,174
405,47,638.7700000000002,86
111,182,230.51000000000002,63
2,89,2.8999999999941792,4
223,136,259.0099999999998,36
78,199,188.89,20
359,198,674.6899999999999,43
200,150,311.92,11
120,88,266.97,14
2,45,-8.15,3
988,153,1841.1800000000005,99
1148,104,2158.3700000000003,111
140,219,208.36,9
2154,1,3482.7400000000002,202
879,29,814.7199999999996,135
49,178,151.42,33
12,74,102.0,4
1135,22,1383.7000000000003,85
963,20,1314.6800000000003,236
789,4,1603.4600000000007,148
31,75,74.9,2
273,24,650.4300000000004,182
530,52,757.44,171
141,68,223.95,13
195,162,314.86,19
918,18,1811.470000000002,368
319,1,544.3,28
1415,68,2494.4600000000005,146
224,26,331.0,17
102,11,300.83,35
455,76,769.2899999999995,53
346,16,220.61999999999998,18
44,193,139.35000000000002,19
194,174,379.4000000000001,26
235,78,363.65,42
724,115,492.19999999999993,31
478,47,731.5,39
1113,73,1329.6600000000005,62
675,297,826.5299999999999,50
337,129,684.4100000000003,97
1091,208,1562.2200000000003,97
1396,50,2965.690000000001,136
42,162,86.12,16
122,361,319.1,22
123,17,400.86,11
567,96,1421.4300000000005,86
524,26,484.37999999999977,86
576,121,777.6,4
42,20,90.30000000000001,3
64,297,363.7,13
92,666,248.10000000000002,13
417,22,950.2599999999999,169
407,20,874.5899999999999,35
833,3,1627.1300000000006,113
58,90,101.7,6
96,160,162.70000000000005,17
325,91,480.9200000000002,42
54,26,215.08,13
557,187,1036.6200000000003,157
4233,16,9295.670000000007,298
6493,9,11895.570000000007,200
106,172,290.35999999999996,15
106,82,228.06000000000003,14
171,181,244.41,17
198,306,455.25,30
915,23,1244.5900000000001,77
2016,18,6748.8,4
514,20,1026.9399999999996,181
356,242,593.75,31
250,108,539.02,56
477,151,1388.81,45
46,54,119.62,5
78,165,339.3,3
-303,291,-95.92999999999981,31
2365,11,4154.639999999994,981
1526,109,2266.249999999998,261
970,162,922.12,32
219,36,379.72999999999996,17
4595,6,5664.569999999999,86
311,9,641.5500000000001,74
175,110,285.89,17
1890,106,3313.79,207
111,25,281.84999999999997,11
5346,6,8257.04000000001,474
498,22,816.5099999999998,58
244,30,511.12000000000006,31
486,54,1077.74,19
46,424,173.7,3
361,16,614.01,19
996,162,865.5999999999999,35
93,181,124.2,5
2050,16,3622.9500000000007,133
1176,27,1285.22,106
530,33,999.6999999999999,58
354,74,648.4099999999997,46
416,72,451.43999999999977,28
-12,454,-30.599999999999998,1
122,65,70.44,11
164,114,313.61999999999995,6
111,697,233.45000000000002,14
635,81,908.03,31
95,220,463.95,8
71,233,225.14999999999995,13
368,72,459.2399999999999,33
41,303,213.5,10
2914,13,4073.2799999999993,222
116,51,330.0299999999999,27
64,76,181.08999999999997,53
335,91,360.1600000000003,85
97,16,250.15,12
184,212,90.04000000000002,7
70,160,140.70000000000002,11
1145,17,813.5200000000001,62
134,41,244.79999999999995,31
317,121,494.7299999999999,32
480,75,482.47,34
2822,0,3038.670000000001,174
2410,3,5450.960000000006,280
66,249,75.66,6
46,187,120.99,11
506,2,1187.6599999999999,66
293,71,618.59,30
223,65,506.18999999999994,26
370,16,500.42000000000013,33
91,236,151.85000000000002,5
1362,121,2630.6400000000012,97
129,254,204.41,16
88,181,178.96000000000004,9
302,52,813.4800000000002,29
39,128,129.45,5
488,81,810.5699999999999,48
164,68,333.08000000000004,23
2670,23,4379.6500000000015,184
162,80,322.8,20
1202,60,2183.04,119
493,74,417.72999999999985,64
1137,4,2878.1500000000005,153
82,339,217.9,9
891,61,1124.5900000000001,72
1254,23,1676.4699999999998,95
503,26,1169.3799999999999,52
256,106,231.10000000000002,12
478,207,679.83,35
269,128,487.51,27
826,35,833.7799999999996,62
146,170,214.06,14
269,43,270.85999999999996,21
372,72,518.4200000000001,24
3267,0,6654.26,123
723,17,1166.9200000000003,76
280,142,594.9699999999999,31
2367,9,3794.519999999997,261
